Logging to ./logs_PPO_0.0
---------------------------------
| rollout/           |          |
|    total_timesteps      | 5248        |
| train/                  |             |
|    adaptive_beta        | 0.475       |
|    approx_kl            | 0.014502757 |
|    clip_fraction        | 0.0578      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.3       |
|    explained_variance   | -1e-05      |
|    learning_rate        | 0.0003      |
|    loss                 | 817         |
|    n_updates            | 400         |
|    policy_gradient_loss | -0.0476     |
|    value_loss           | 1.71e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 53.3        |
|    ep_rew_mean          | -280        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 42          |
|    time_elapsed         | 18621       |
|    total_timesteps      | 5376        |
| train/                  |             |
|    adaptive_beta        | 0.475       |
|    approx_kl            | 0.012293207 |
|    clip_fraction        | 0.0555      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.3       |
|    explained_variance   | -1.49e-05   |
|    learning_rate        | 0.0003      |
|    loss                 | 793         |
|    n_updates            | 410         |
|    policy_gradient_loss | -0.0428     |
|    value_loss           | 1.57e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 54.1         |
|    ep_rew_mean          | -285         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 43           |
|    time_elapsed         | 18896        |
|    total_timesteps      | 5504         |
| train/                  |              |
|    adaptive_beta        | 0.475        |
|    approx_kl            | 0.0027497774 |
|    clip_fraction        | 0.00156      |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.3        |
|    explained_variance   | -1.19e-06    |
|    learning_rate        | 0.0003       |
|    loss                 | 2.24e+03     |
|    n_updates            | 420          |
|    policy_gradient_loss | -0.018       |
|    value_loss           | 4.26e+03     |
------------------------------------------
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 80          |
|    mean_reward          | -181        |
| time/                   |             |
|    total_timesteps      | 5632        |
| train/                  |             |
|    adaptive_beta        | 0.475       |
|    approx_kl            | 0.016290093 |
|    clip_fraction        | 0.0711      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.3       |
|    explained_variance   | -9.3e-06    |
|    learning_rate        | 0.0003      |
|    loss                 | 1.04e+03    |
|    n_updates            | 430         |
|    policy_gradient_loss | -0.0532     |
|    value_loss           | 1.91e+03    |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 52.9     |
|    ep_rew_mean     | -278     |
| time/              |          |
|    fps             | 0        |
|    iterations      | 44       |
|    time_elapsed    | 19967    |
|    total_timesteps | 5632     |
| train/             |          |
|    adaptive_beta   | 0.475    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 53.5         |
|    ep_rew_mean          | -282         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 45           |
|    time_elapsed         | 20222        |
|    total_timesteps      | 5760         |
| train/                  |              |
|    adaptive_beta        | 0.475        |
|    approx_kl            | 0.0061868774 |
|    clip_fraction        | 0.0109       |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.3        |
|    explained_variance   | -6.44e-06    |
|    learning_rate        | 0.0003       |
|    loss                 | 1.31e+03     |
|    n_updates            | 440          |
|    policy_gradient_loss | -0.0328      |
|    value_loss           | 2.95e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 53.4        |
|    ep_rew_mean          | -280        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 46          |
|    time_elapsed         | 20490       |
|    total_timesteps      | 5888        |
| train/                  |             |
|    adaptive_beta        | 0.475       |
|    approx_kl            | 0.006950062 |
